Input1,IMG1,Input2,IMG2,Gap,Situation,Note
623S,<img src='623S.png'></img>,236P,<img src='236P.png'></img>,56f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j236P,<img src='j236P.png'></img>,60f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,236K,<img src='236K.png'></img>,54f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j236K,<img src='j236K.png'></img>,63f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,623S,<img src='623S.png'></img>,36f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j623S,<img src='j623S.png'></img>,40f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,236H,<img src='236H.png'></img>,52f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,236S,<img src='236S.png'></img>,40f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,236S-236S,<img src='236S-236S.png'></img>,35f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,236S-236K,<img src='236S-236K.png'></img>,47f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,63214S,<img src='63214S.png'></img>,54f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j214P,<img src='j214P.png'></img>,53f,Ground Non-Jump Cancel,
623S,<img src='623S.png'></img>,236236P,<img src='236236P.png'></img>,34f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,632146H,<img src='632146H.png'></img>,48f,Ground Non-Gatling,
623S,<img src='623S.png'></img>,j632146H,<img src='j632146H.png'></img>,45f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,5P,<img src='5P.png'></img>,-6f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,5K,<img src='5K.png'></img>,-3f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,cS,<img src='cS.png'></img>,-2f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,fS,<img src='fS.png'></img>,0f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,5H,<img src='5H.png'></img>,2f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,2P,<img src='2P.png'></img>,-4f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,2K,<img src='2K.png'></img>,-4f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,2S,<img src='2S.png'></img>,1f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,2H,<img src='2H.png'></img>,3f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,jP,<img src='jP.png'></img>,0f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,jK,<img src='jK.png'></img>,1f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,jS,<img src='jS.png'></img>,4f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,jH,<img src='jH.png'></img>,3f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,jD,<img src='jD.png'></img>,3f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,6P,<img src='6P.png'></img>,0f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,6K,<img src='6K.png'></img>,11f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,6H,<img src='6H.png'></img>,8f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j2K,<img src='j2K.png'></img>,11f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,2D,<img src='2D.png'></img>,1f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,5D,<img src='5D.png'></img>,11f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,5[D],<img src='5[D].png'></img>,19f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,236P,<img src='236P.png'></img>,20f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j236P,<img src='j236P.png'></img>,24f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,236K,<img src='236K.png'></img>,18f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j236K,<img src='j236K.png'></img>,27f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,623S,<img src='623S.png'></img>,0f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j623S,<img src='j623S.png'></img>,4f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,236H,<img src='236H.png'></img>,16f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,236S,<img src='236S.png'></img>,4f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-1f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,236S-236K,<img src='236S-236K.png'></img>,11f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,63214S,<img src='63214S.png'></img>,18f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j214P,<img src='j214P.png'></img>,17f,Ground Non-Jump Cancel,
236H,<img src='236H.png'></img>,236236P,<img src='236236P.png'></img>,-2f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,632146H,<img src='632146H.png'></img>,12f,Ground Non-Gatling,
236H,<img src='236H.png'></img>,j632146H,<img src='j632146H.png'></img>,9f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,5P,<img src='5P.png'></img>,7f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,5K,<img src='5K.png'></img>,10f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,cS,<img src='cS.png'></img>,11f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,fS,<img src='fS.png'></img>,13f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,5H,<img src='5H.png'></img>,15f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,2P,<img src='2P.png'></img>,9f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,2K,<img src='2K.png'></img>,9f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,2S,<img src='2S.png'></img>,14f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,2H,<img src='2H.png'></img>,16f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,jP,<img src='jP.png'></img>,13f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,jK,<img src='jK.png'></img>,14f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,jS,<img src='jS.png'></img>,17f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,jH,<img src='jH.png'></img>,16f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,jD,<img src='jD.png'></img>,16f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,6P,<img src='6P.png'></img>,13f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,6K,<img src='6K.png'></img>,24f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,6H,<img src='6H.png'></img>,21f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j2K,<img src='j2K.png'></img>,24f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,2D,<img src='2D.png'></img>,14f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,5D,<img src='5D.png'></img>,24f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,5[D],<img src='5[D].png'></img>,32f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,236P,<img src='236P.png'></img>,33f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j236P,<img src='j236P.png'></img>,37f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,236K,<img src='236K.png'></img>,31f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j236K,<img src='j236K.png'></img>,40f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,623S,<img src='623S.png'></img>,13f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j623S,<img src='j623S.png'></img>,17f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,236H,<img src='236H.png'></img>,29f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,236S,<img src='236S.png'></img>,17f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,236S-236S,<img src='236S-236S.png'></img>,-8f,Ground Gatling,
236S,<img src='236S.png'></img>,236S-236K,<img src='236S-236K.png'></img>,4f,Ground Gatling,
236S,<img src='236S.png'></img>,63214S,<img src='63214S.png'></img>,31f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j214P,<img src='j214P.png'></img>,30f,Ground Non-Jump Cancel,
236S,<img src='236S.png'></img>,236236P,<img src='236236P.png'></img>,11f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,632146H,<img src='632146H.png'></img>,25f,Ground Non-Gatling,
236S,<img src='236S.png'></img>,j632146H,<img src='j632146H.png'></img>,22f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,5P,<img src='5P.png'></img>,9f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,5K,<img src='5K.png'></img>,12f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,cS,<img src='cS.png'></img>,13f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,fS,<img src='fS.png'></img>,15f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,5H,<img src='5H.png'></img>,17f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,2P,<img src='2P.png'></img>,11f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,2K,<img src='2K.png'></img>,11f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,2S,<img src='2S.png'></img>,16f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,2H,<img src='2H.png'></img>,18f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,jP,<img src='jP.png'></img>,15f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,jK,<img src='jK.png'></img>,16f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,jS,<img src='jS.png'></img>,19f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,jH,<img src='jH.png'></img>,18f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,jD,<img src='jD.png'></img>,18f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,6P,<img src='6P.png'></img>,15f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,6K,<img src='6K.png'></img>,26f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,6H,<img src='6H.png'></img>,23f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j2K,<img src='j2K.png'></img>,26f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,2D,<img src='2D.png'></img>,16f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,5D,<img src='5D.png'></img>,26f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,5[D],<img src='5[D].png'></img>,34f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,236P,<img src='236P.png'></img>,35f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j236P,<img src='j236P.png'></img>,39f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,236K,<img src='236K.png'></img>,33f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j236K,<img src='j236K.png'></img>,42f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,623S,<img src='623S.png'></img>,15f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j623S,<img src='j623S.png'></img>,19f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,236H,<img src='236H.png'></img>,31f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,236S,<img src='236S.png'></img>,19f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,236S-236S,<img src='236S-236S.png'></img>,14f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,236S-236K,<img src='236S-236K.png'></img>,26f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,63214S,<img src='63214S.png'></img>,33f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j214P,<img src='j214P.png'></img>,32f,Ground Non-Jump Cancel,
236S-236S,<img src='236S-236S.png'></img>,236236P,<img src='236236P.png'></img>,13f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,632146H,<img src='632146H.png'></img>,27f,Ground Non-Gatling,
236S-236S,<img src='236S-236S.png'></img>,j632146H,<img src='j632146H.png'></img>,24f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,5P,<img src='5P.png'></img>,12f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,5K,<img src='5K.png'></img>,15f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,cS,<img src='cS.png'></img>,16f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,fS,<img src='fS.png'></img>,18f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,5H,<img src='5H.png'></img>,20f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,2P,<img src='2P.png'></img>,14f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,2K,<img src='2K.png'></img>,14f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,2S,<img src='2S.png'></img>,19f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,2H,<img src='2H.png'></img>,21f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,jP,<img src='jP.png'></img>,18f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,jK,<img src='jK.png'></img>,19f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,jS,<img src='jS.png'></img>,22f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,jH,<img src='jH.png'></img>,21f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,jD,<img src='jD.png'></img>,21f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,6P,<img src='6P.png'></img>,18f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,6K,<img src='6K.png'></img>,29f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,6H,<img src='6H.png'></img>,26f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j2K,<img src='j2K.png'></img>,29f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,2D,<img src='2D.png'></img>,19f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,5D,<img src='5D.png'></img>,29f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,5[D],<img src='5[D].png'></img>,37f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,236P,<img src='236P.png'></img>,38f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j236P,<img src='j236P.png'></img>,42f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,236K,<img src='236K.png'></img>,36f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j236K,<img src='j236K.png'></img>,45f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,623S,<img src='623S.png'></img>,18f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j623S,<img src='j623S.png'></img>,22f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,236H,<img src='236H.png'></img>,34f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,236S,<img src='236S.png'></img>,22f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,236S-236S,<img src='236S-236S.png'></img>,17f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,236S-236K,<img src='236S-236K.png'></img>,29f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,63214S,<img src='63214S.png'></img>,36f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j214P,<img src='j214P.png'></img>,35f,Ground Non-Jump Cancel,
236S-236K,<img src='236S-236K.png'></img>,236236P,<img src='236236P.png'></img>,16f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,632146H,<img src='632146H.png'></img>,30f,Ground Non-Gatling,
236S-236K,<img src='236S-236K.png'></img>,j632146H,<img src='j632146H.png'></img>,27f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,5P,<img src='5P.png'></img>,23f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,5K,<img src='5K.png'></img>,26f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,cS,<img src='cS.png'></img>,27f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,fS,<img src='fS.png'></img>,29f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,5H,<img src='5H.png'></img>,31f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,2P,<img src='2P.png'></img>,25f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,2K,<img src='2K.png'></img>,25f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,2S,<img src='2S.png'></img>,30f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,2H,<img src='2H.png'></img>,32f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,jP,<img src='jP.png'></img>,29f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,jK,<img src='jK.png'></img>,30f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,jS,<img src='jS.png'></img>,33f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,jH,<img src='jH.png'></img>,32f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,jD,<img src='jD.png'></img>,32f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,6P,<img src='6P.png'></img>,29f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,6K,<img src='6K.png'></img>,40f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,6H,<img src='6H.png'></img>,37f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j2K,<img src='j2K.png'></img>,40f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,2D,<img src='2D.png'></img>,30f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,5D,<img src='5D.png'></img>,40f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,5[D],<img src='5[D].png'></img>,48f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,236P,<img src='236P.png'></img>,49f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j236P,<img src='j236P.png'></img>,53f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,236K,<img src='236K.png'></img>,47f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j236K,<img src='j236K.png'></img>,56f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,623S,<img src='623S.png'></img>,29f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j623S,<img src='j623S.png'></img>,33f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,236H,<img src='236H.png'></img>,45f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,236S,<img src='236S.png'></img>,33f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,236S-236S,<img src='236S-236S.png'></img>,28f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,236S-236K,<img src='236S-236K.png'></img>,40f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,63214S,<img src='63214S.png'></img>,47f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j214P,<img src='j214P.png'></img>,46f,Ground Non-Jump Cancel,
236236P,<img src='236236P.png'></img>,236236P,<img src='236236P.png'></img>,27f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,632146H,<img src='632146H.png'></img>,41f,Ground Non-Gatling,
236236P,<img src='236236P.png'></img>,j632146H,<img src='j632146H.png'></img>,38f,Ground Non-Jump Cancel,
