Input1,IMG1,Input2,IMG2,Gap,Situation,Note
623S,<img src='623S.png'></img>,2K,<img src='2K.png'></img>,34f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,2S,<img src='2S.png'></img>,38f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,2H,<img src='2H.png'></img>,39f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,jP,<img src='jP.png'></img>,37f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,jK,<img src='jK.png'></img>,38f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,jS,<img src='jS.png'></img>,42f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,jH,<img src='jH.png'></img>,43f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,jD,<img src='jD.png'></img>,41f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,6P,<img src='6P.png'></img>,37f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,6S,<img src='6S.png'></img>,43f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,6H,<img src='6H.png'></img>,37f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,2D,<img src='2D.png'></img>,38f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,5D,<img src='5D.png'></img>,48f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,5[D],<img src='5[D].png'></img>,56f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,236P,<img src='236P.png'></img>,46f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,623S,<img src='623S.png'></img>,37f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,623H,<img src='623H.png'></img>,41f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,j623S,<img src='j623S.png'></img>,41f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,j623H,<img src='j623H.png'></img>,45f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,236K,<img src='236K.png'></img>,40f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,j236K,<img src='j236K.png'></img>,42f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,214K,<img src='214K.png'></img>,58f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,j214K,<img src='j214K.png'></img>,54f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,j214[K],<img src='j214[K].png'></img>,62f,Ground Non-Jump Cancel,nan <br> 
623S,<img src='623S.png'></img>,623K,<img src='623K.png'></img>,34f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,214S,<img src='214S.png'></img>,43f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,214[S],<img src='214[S].png'></img>,60f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,41236H,<img src='41236H.png'></img>,52f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,632146H,<img src='632146H.png'></img>,37f,Ground Non-Gatling,nan <br> 
623S,<img src='623S.png'></img>,214214H,<img src='214214H.png'></img>,48f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,5P,<img src='5P.png'></img>,30f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,5K,<img src='5K.png'></img>,29f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,cS,<img src='cS.png'></img>,33f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,fS,<img src='fS.png'></img>,36f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,5H,<img src='5H.png'></img>,37f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,2P,<img src='2P.png'></img>,31f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,2K,<img src='2K.png'></img>,32f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,2S,<img src='2S.png'></img>,36f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,2H,<img src='2H.png'></img>,37f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,jP,<img src='jP.png'></img>,35f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,jK,<img src='jK.png'></img>,36f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,jS,<img src='jS.png'></img>,40f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,jH,<img src='jH.png'></img>,41f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,jD,<img src='jD.png'></img>,39f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,6P,<img src='6P.png'></img>,35f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,6S,<img src='6S.png'></img>,41f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,6H,<img src='6H.png'></img>,35f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,2D,<img src='2D.png'></img>,36f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,5D,<img src='5D.png'></img>,46f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,5[D],<img src='5[D].png'></img>,54f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,236P,<img src='236P.png'></img>,44f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,623S,<img src='623S.png'></img>,35f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,623H,<img src='623H.png'></img>,39f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,j623S,<img src='j623S.png'></img>,39f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,j623H,<img src='j623H.png'></img>,43f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,236K,<img src='236K.png'></img>,38f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,j236K,<img src='j236K.png'></img>,40f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,214K,<img src='214K.png'></img>,56f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,j214K,<img src='j214K.png'></img>,52f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,j214[K],<img src='j214[K].png'></img>,60f,Ground Non-Jump Cancel,nan <br> 
623H,<img src='623H.png'></img>,623K,<img src='623K.png'></img>,32f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,214S,<img src='214S.png'></img>,41f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,214[S],<img src='214[S].png'></img>,58f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,41236H,<img src='41236H.png'></img>,50f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,632146H,<img src='632146H.png'></img>,35f,Ground Non-Gatling,nan <br> 
623H,<img src='623H.png'></img>,214214H,<img src='214214H.png'></img>,46f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,5P,<img src='5P.png'></img>,11f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,5K,<img src='5K.png'></img>,10f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,cS,<img src='cS.png'></img>,14f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,fS,<img src='fS.png'></img>,17f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,5H,<img src='5H.png'></img>,18f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,2P,<img src='2P.png'></img>,12f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,2K,<img src='2K.png'></img>,13f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,2S,<img src='2S.png'></img>,17f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,2H,<img src='2H.png'></img>,18f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,jP,<img src='jP.png'></img>,16f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,jK,<img src='jK.png'></img>,17f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,jS,<img src='jS.png'></img>,21f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,jH,<img src='jH.png'></img>,22f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,jD,<img src='jD.png'></img>,20f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,6P,<img src='6P.png'></img>,16f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,6S,<img src='6S.png'></img>,22f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,6H,<img src='6H.png'></img>,16f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,2D,<img src='2D.png'></img>,17f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,5D,<img src='5D.png'></img>,27f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,5[D],<img src='5[D].png'></img>,35f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,236P,<img src='236P.png'></img>,25f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,623S,<img src='623S.png'></img>,16f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,623H,<img src='623H.png'></img>,20f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,j623S,<img src='j623S.png'></img>,20f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,j623H,<img src='j623H.png'></img>,24f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,236K,<img src='236K.png'></img>,19f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,236K-K,<img src='236K-K.png'></img>,-7f,Ground Gatling,nan <br> 
236K,<img src='236K.png'></img>,j236K,<img src='j236K.png'></img>,21f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,214K,<img src='214K.png'></img>,37f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,j214K,<img src='j214K.png'></img>,33f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,j214[K],<img src='j214[K].png'></img>,41f,Ground Non-Jump Cancel,nan <br> 
236K,<img src='236K.png'></img>,623K,<img src='623K.png'></img>,13f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,214S,<img src='214S.png'></img>,22f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,214[S],<img src='214[S].png'></img>,39f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,41236H,<img src='41236H.png'></img>,31f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,632146H,<img src='632146H.png'></img>,16f,Ground Non-Gatling,nan <br> 
236K,<img src='236K.png'></img>,214214H,<img src='214214H.png'></img>,27f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,5P,<img src='5P.png'></img>,15f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,5K,<img src='5K.png'></img>,14f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,cS,<img src='cS.png'></img>,18f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,fS,<img src='fS.png'></img>,21f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,5H,<img src='5H.png'></img>,22f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,2P,<img src='2P.png'></img>,16f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,2K,<img src='2K.png'></img>,17f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,2S,<img src='2S.png'></img>,21f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,2H,<img src='2H.png'></img>,22f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,jP,<img src='jP.png'></img>,20f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,jK,<img src='jK.png'></img>,21f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,jS,<img src='jS.png'></img>,25f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,jH,<img src='jH.png'></img>,26f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,jD,<img src='jD.png'></img>,24f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,6P,<img src='6P.png'></img>,20f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,6S,<img src='6S.png'></img>,26f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,6H,<img src='6H.png'></img>,20f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,2D,<img src='2D.png'></img>,21f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,5D,<img src='5D.png'></img>,31f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,5[D],<img src='5[D].png'></img>,39f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,236P,<img src='236P.png'></img>,29f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,623S,<img src='623S.png'></img>,20f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,623H,<img src='623H.png'></img>,24f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,j623S,<img src='j623S.png'></img>,24f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,j623H,<img src='j623H.png'></img>,28f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,236K,<img src='236K.png'></img>,23f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,j236K,<img src='j236K.png'></img>,25f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,214K,<img src='214K.png'></img>,41f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,j214K,<img src='j214K.png'></img>,37f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,j214[K],<img src='j214[K].png'></img>,45f,Ground Non-Jump Cancel,nan <br> 
236K-K,<img src='236K-K.png'></img>,623K,<img src='623K.png'></img>,17f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,214S,<img src='214S.png'></img>,26f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,214[S],<img src='214[S].png'></img>,43f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,41236H,<img src='41236H.png'></img>,35f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,632146H,<img src='632146H.png'></img>,20f,Ground Non-Gatling,nan <br> 
236K-K,<img src='236K-K.png'></img>,214214H,<img src='214214H.png'></img>,31f,Ground Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,5P,<img src='5P.png'></img>,-9f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,5K,<img src='5K.png'></img>,-10f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,cS,<img src='cS.png'></img>,-6f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,fS,<img src='fS.png'></img>,-3f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,5H,<img src='5H.png'></img>,-2f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,2P,<img src='2P.png'></img>,-8f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,2K,<img src='2K.png'></img>,-7f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,2S,<img src='2S.png'></img>,-3f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,2H,<img src='2H.png'></img>,-2f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,jP,<img src='jP.png'></img>,4f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,jK,<img src='jK.png'></img>,5f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,jS,<img src='jS.png'></img>,9f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,jH,<img src='jH.png'></img>,10f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,jD,<img src='jD.png'></img>,8f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,6P,<img src='6P.png'></img>,-4f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,6S,<img src='6S.png'></img>,2f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,6H,<img src='6H.png'></img>,-4f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,2D,<img src='2D.png'></img>,-3f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,5D,<img src='5D.png'></img>,7f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,5[D],<img src='5[D].png'></img>,15f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,236P,<img src='236P.png'></img>,5f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,623S,<img src='623S.png'></img>,-4f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,623H,<img src='623H.png'></img>,0f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,j623S,<img src='j623S.png'></img>,8f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,j623H,<img src='j623H.png'></img>,12f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,236K,<img src='236K.png'></img>,-1f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,j236K,<img src='j236K.png'></img>,9f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,j236K-K,<img src='j236K-K.png'></img>,-7f,Air Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,214K,<img src='214K.png'></img>,17f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,j214K,<img src='j214K.png'></img>,21f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,j214[K],<img src='j214[K].png'></img>,29f,Air Non-Gatling,nan <br> 
j236K,<img src='j236K.png'></img>,623K,<img src='623K.png'></img>,-7f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,214S,<img src='214S.png'></img>,2f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,214[S],<img src='214[S].png'></img>,19f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,41236H,<img src='41236H.png'></img>,11f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,632146H,<img src='632146H.png'></img>,-4f,Jump-in,nan <br> 
j236K,<img src='j236K.png'></img>,214214H,<img src='214214H.png'></img>,7f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,5P,<img src='5P.png'></img>,-9f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,5K,<img src='5K.png'></img>,-10f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,cS,<img src='cS.png'></img>,-6f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,fS,<img src='fS.png'></img>,-3f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,5H,<img src='5H.png'></img>,-2f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,2P,<img src='2P.png'></img>,-8f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,2K,<img src='2K.png'></img>,-7f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,2S,<img src='2S.png'></img>,-3f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,2H,<img src='2H.png'></img>,-2f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,jP,<img src='jP.png'></img>,11f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,jK,<img src='jK.png'></img>,12f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,jS,<img src='jS.png'></img>,16f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,jH,<img src='jH.png'></img>,17f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,jD,<img src='jD.png'></img>,15f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,6P,<img src='6P.png'></img>,-4f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,6S,<img src='6S.png'></img>,2f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,6H,<img src='6H.png'></img>,-4f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,2D,<img src='2D.png'></img>,-3f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,5D,<img src='5D.png'></img>,7f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,5[D],<img src='5[D].png'></img>,15f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,236P,<img src='236P.png'></img>,5f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,623S,<img src='623S.png'></img>,-4f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,623H,<img src='623H.png'></img>,0f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,j623S,<img src='j623S.png'></img>,15f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,j623H,<img src='j623H.png'></img>,19f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,236K,<img src='236K.png'></img>,-1f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,j236K,<img src='j236K.png'></img>,16f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,214K,<img src='214K.png'></img>,17f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,j214K,<img src='j214K.png'></img>,28f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,j214[K],<img src='j214[K].png'></img>,36f,Air Non-Gatling,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,623K,<img src='623K.png'></img>,-7f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,214S,<img src='214S.png'></img>,2f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,214[S],<img src='214[S].png'></img>,19f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,41236H,<img src='41236H.png'></img>,11f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,632146H,<img src='632146H.png'></img>,-4f,Jump-in,nan <br> 
j236K-K,<img src='j236K-K.png'></img>,214214H,<img src='214214H.png'></img>,7f,Jump-in,nan <br> 
214K,<img src='214K.png'></img>,5P,<img src='5P.png'></img>,6f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,5K,<img src='5K.png'></img>,5f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,cS,<img src='cS.png'></img>,9f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,fS,<img src='fS.png'></img>,12f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,5H,<img src='5H.png'></img>,13f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,2P,<img src='2P.png'></img>,7f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,2K,<img src='2K.png'></img>,8f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,2S,<img src='2S.png'></img>,12f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,2H,<img src='2H.png'></img>,13f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,jP,<img src='jP.png'></img>,11f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,jK,<img src='jK.png'></img>,12f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,jS,<img src='jS.png'></img>,16f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,jH,<img src='jH.png'></img>,17f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,jD,<img src='jD.png'></img>,15f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,6P,<img src='6P.png'></img>,11f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,6S,<img src='6S.png'></img>,17f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,6H,<img src='6H.png'></img>,11f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,2D,<img src='2D.png'></img>,12f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,5D,<img src='5D.png'></img>,22f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,5[D],<img src='5[D].png'></img>,30f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,236P,<img src='236P.png'></img>,20f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,623S,<img src='623S.png'></img>,11f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,623H,<img src='623H.png'></img>,15f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,j623S,<img src='j623S.png'></img>,15f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,j623H,<img src='j623H.png'></img>,19f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,236K,<img src='236K.png'></img>,14f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,j236K,<img src='j236K.png'></img>,16f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,214K,<img src='214K.png'></img>,32f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,j214K,<img src='j214K.png'></img>,28f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,j214[K],<img src='j214[K].png'></img>,36f,Ground Non-Jump Cancel,nan <br> 
214K,<img src='214K.png'></img>,623K,<img src='623K.png'></img>,8f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,214S,<img src='214S.png'></img>,17f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,214[S],<img src='214[S].png'></img>,34f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,41236H,<img src='41236H.png'></img>,26f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,632146H,<img src='632146H.png'></img>,11f,Ground Non-Gatling,nan <br> 
214K,<img src='214K.png'></img>,214214H,<img src='214214H.png'></img>,22f,Ground Non-Gatling,nan <br> 
j214K,<img src='j214K.png'></img>,5P,<img src='5P.png'></img>,-12f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,5K,<img src='5K.png'></img>,-13f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,cS,<img src='cS.png'></img>,-9f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,fS,<img src='fS.png'></img>,-6f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,5H,<img src='5H.png'></img>,-5f,Jump-in,nan <br> 
j214K,<img src='j214K.png'></img>,2P,<img src='2P.png'></img>,-11f,Jump-in,nan <br> 
